Species	Family
Lithophyllum sp. NZC0491	Florideophyceae
unclassified Corallinaceae	Florideophyceae
Non-geniculate coralline algae NZC0260	Florideophyceae
Rhodolith non-geniculate coralline algae NZC0137	Florideophyceae
Non-geniculate coralline algae NZC0095	Florideophyceae
Sterile rhodolith coralline algae NZC0497	Florideophyceae
Non-geniculate coralline algae DH5_1	Florideophyceae
Non-geniculate coralline algae DH5_2	Florideophyceae
Non-geniculate coralline algae DH6	Florideophyceae
Non-geniculate coralline algae NZC0092	Florideophyceae
Non-geniculate coralline algae NZC0484	Florideophyceae
Corallinales sp. Gen13sp1 NZ Twist 2018	Florideophyceae
Non-geniculate coralline algae NZC0480	Florideophyceae
Non-geniculate coralline algae NZC0450	Florideophyceae
Non-geniculate coralline algae NZC0476	Florideophyceae
Non-geniculate coralline algae NZC0073	Florideophyceae
Non-geniculate coralline algae NZC0624	Florideophyceae
Non-geniculate coralline algae NZC0686	Florideophyceae
Non-geniculate coralline algae NZC0728	Florideophyceae
Non-geniculate coralline algae NZC0732	Florideophyceae
Non-geniculate coralline algae NZC0734	Florideophyceae
Non-geniculate coralline algae NZC0740	Florideophyceae
Non-geniculate coralline algae NZC0742	Florideophyceae
Non-geniculate coralline algae NZC0743	Florideophyceae
Non-geniculate coralline algae NZC0744	Florideophyceae
Non-geniculate coralline algae NZC0746	Florideophyceae
Non-geniculate coralline algae NZC0761	Florideophyceae
Non-geniculate coralline algae NZC0786	Florideophyceae
Non-geniculate coralline algae NZC0784	Florideophyceae
Non-geniculate coralline algae NZC0785	Florideophyceae
Non-geniculate coralline algae NZC0780	Florideophyceae
Non-geniculate coralline algae NZC0773	Florideophyceae
Non-geniculate coralline algae NZC0776	Florideophyceae
Non-geniculate coralline algae NZC0767	Florideophyceae
Non-geniculate coralline algae NZC0782	Florideophyceae
Non-geniculate coralline algae NZC0787	Florideophyceae
Non-geniculate coralline algae NZC0763	Florideophyceae
Non-geniculate coralline algae NZC0768	Florideophyceae
Non-geniculate coralline algae NZC0747	Florideophyceae
Non-geniculate coralline algae NZC0818	Florideophyceae
Non-geniculate coralline algae NZC0812	Florideophyceae
Non-geniculate coralline algae NZC0827	Florideophyceae
Sterile rhodolith coralline algae NZC0824	Florideophyceae
Non-geniculate coralline algae NZC0764	Florideophyceae
Sterile rhodolith coralline algae NZC0838	Florideophyceae
Non-geniculate coralline algae NZC0875	Florideophyceae
Sterile rhodolith coralline algae NZC0840	Florideophyceae
Non-geniculate coralline algae NZC0841	Florideophyceae
Non-geniculate coralline algae NZC0851	Florideophyceae
Sterile rhodolith coralline algae NZC0836	Florideophyceae
Non-geniculate coralline algae NZC0756	Florideophyceae
Non-geniculate coralline algae ASE278	Florideophyceae
Non-geniculate coralline algae ASE303	Florideophyceae
unidentified non-geniculate coralline algae	Florideophyceae
Gayliella womersleyi	Florideophyceae
Gayliella mazoyerae	Florideophyceae
Gracilaria conferta	Florideophyceae
Hydropuntia cornea	Florideophyceae
Hydropuntia sp. Mar Piccolo	Florideophyceae
Hydropuntia sp. Kibbutz Maagan Mihail	Florideophyceae
Gracilaria sp. Hainan Island	Florideophyceae
Gracilaria huangii	Florideophyceae
Chroothece	Stylonematophyceae
Chroothece mobilis	Stylonematophyceae
Rhodospora	Stylonematophyceae
Rhodospora sordida	Stylonematophyceae
Rufusia	Stylonematophyceae
Rufusia pilicola	Stylonematophyceae
Erythrolobus	Bangiophyceae
Erythrolobus coxiae	Bangiophyceae
Erythrocladia irregularis	Compsopogonophyceae
Bangia maxima	Bangiophyceae
Kyliniella	Bangiophyceae
Kyliniella latvica	Bangiophyceae
Chondrus sp. EMBLCH307006	Florideophyceae
Chondrus sp. EMBLCH307007	Florideophyceae
Botryocladia leptopoda	Florideophyceae
Asteromenia anastomosans	Florideophyceae
Halichrysis concrescens	Florideophyceae
Reticulocaulis	Florideophyceae
Reticulocaulis mucosissimus	Florideophyceae
Acrosymphyton caribaeum	Florideophyceae
Peyssonnelia capensis	Florideophyceae
Peyssonnelia novae-hollandiae	Florideophyceae
Nemastoma dichotomum	Florideophyceae
Sarcodia ciliata	Florideophyceae
Rhodymenia ardissonei	Florideophyceae
Tylotus	Florideophyceae
Tylotus lichenoides	Florideophyceae
Tylotus obtusatus	Florideophyceae
Pinnatiphycus	Florideophyceae
Pinnatiphycus menouana	Florideophyceae
Halichrysis sp. GWS002041	Florideophyceae
Halichrysis sp. G0402	Florideophyceae
Drouetia	Florideophyceae
Drouetia coalescens	Florideophyceae
Sebdeniales	Florideophyceae
Acrosymphytales	Florideophyceae
Halymenia schizymenioides	Florideophyceae
Centroceras minutum	Florideophyceae
Centroceras gasparrinii	Florideophyceae
Centroceras micracanthum	Florideophyceae
Centroceras hyalacanthum	Florideophyceae
Centroceras sp. TC2727	Florideophyceae
Centroceras sp. B105	Florideophyceae
Centroceras sp. TC2796	Florideophyceae
Centroceras sp. TC2880	Florideophyceae
Centroceras tetrachotomum	Florideophyceae
Centroceras uncinatacanthum	Florideophyceae
Griffithsia sp. Q66D336	Florideophyceae
Batrachospermum anatinum	Florideophyceae
Sheathia confusa	Florideophyceae
Sheathia heterocortica	Florideophyceae
Gracilaria corticata var. cylindrica	Florideophyceae
Gracilaria corticata var. corticata	Florideophyceae
unclassified Martensia	Florideophyceae
Martensia sp. YL	Florideophyceae
Martensia sp. YL1396	Florideophyceae
Martensia sp. YL1547	Florideophyceae
Martensia sp. YL1584	Florideophyceae
Martensia sp. YL1597	Florideophyceae
Martensia sp. YL1598	Florideophyceae
Martensia sp. YL1614	Florideophyceae
Martensia sp. YL1629	Florideophyceae
Martensia sp. YL1631	Florideophyceae
Martensia sp. YL1654	Florideophyceae
Martensia sp. YL1659	Florideophyceae
Martensia sp. YL1914	Florideophyceae
Martensia sp. YL1940	Florideophyceae
Martensia sp. YL1941	Florideophyceae
Martensia sp. YL1667	Florideophyceae
Martensia sp. YL1674	Florideophyceae
Martensia sp. YL1913	Florideophyceae
Martensia sp. YL1969	Florideophyceae
Martensia sp. YL1971	Florideophyceae
Martensia sp. YL1596	Florideophyceae
Martensia sp. YL1599	Florideophyceae
Martensia sp. YL1600	Florideophyceae
Martensia sp. YL1586	Florideophyceae
Martensia sp. YL1603	Florideophyceae
Martensia sp. YL1606	Florideophyceae
Martensia sp. YL1955	Florideophyceae
Martensia sp. YL1668	Florideophyceae
Martensia sp. YL1670	Florideophyceae
Martensia sp. YL1933	Florideophyceae
Martensia sp. YL1617	Florideophyceae
Martensia sp. YL1649	Florideophyceae
Martensia sp. YL1652	Florideophyceae
Martensia sp. YL1912	Florideophyceae
Martensia sp. YL1944	Florideophyceae
Martensia sp. YL1660	Florideophyceae
Martensia sp. YL1666	Florideophyceae
Martensia sp. YL1579	Florideophyceae
Martensia sp. YL1581	Florideophyceae
Acrosorium sp. YL2003-193	Florideophyceae
Ceramium brevizonatum var. caraibicum	Florideophyceae
Ceramium brasiliense	Florideophyceae
Ceramium clarionense	Florideophyceae
Ceramium fujianum	Florideophyceae
Ceramium gaditanum	Florideophyceae
Ceramium nitens	Florideophyceae
Scinaia latifrons	Florideophyceae
Scinaia okamurae	Florideophyceae
Meristotheca coacta	Florideophyceae
Acanthophora	Florideophyceae
Acanthophora spicifera	Florideophyceae
Sirodotia delicatula	Florideophyceae
Nothocladus discors	Florideophyceae
Paralemanea grandis	Florideophyceae
Lemanea sp. Ott cane creek 3-TN	Florideophyceae
Hypnea cervicornis	Florideophyceae
Pyropia yezoensis f. yezoensis	Bangiophyceae
Mastophoroideae sp. BISH 699882	Florideophyceae
Melobesioideae sp. BISH 683176	Florideophyceae
Corallinaceae sp. BISH 683177	Florideophyceae
Lithophyllum cf. kotschyanum	Florideophyceae
Lithophyllum insipidum	Florideophyceae
Lithophylloideae sp. BISH 699883	Florideophyceae
Titanoderma prototypum	Florideophyceae
Pneophyllum conicum	Florideophyceae
Pneophyllum cf. conicum	Florideophyceae
Hydrolithon sp. BISH 683179	Florideophyceae
Hydrolithon gardineri	Florideophyceae
Hydrolithon cf. onkodes	Florideophyceae
Hydrolithon reinboldii	Florideophyceae
Hydrolithon cf. reinboldii	Florideophyceae
Mastophoroideae sp. BISH 699823	Florideophyceae
Mastophoroideae sp. BISH 699819	Florideophyceae
Mastophoroideae sp. BISH 699814	Florideophyceae
Neogoniolithon sp. BISH 699820	Florideophyceae
Lithothamnion sp. BISH 689378	Florideophyceae
Sporolithon ptychoides	Florideophyceae
Sporolithon sp. BISH 699822	Florideophyceae
Peyssonnelia rubra	Florideophyceae
Peyssonnelia sp. BISH 683247	Florideophyceae
Symphyocladia latiuscula	Florideophyceae
Neosiphonia decumbens	Florideophyceae
Neosiphonia elongella	Florideophyceae
Neosiphonia flavimarina	Florideophyceae
Neosiphonia harlandii	Florideophyceae
Melanothamnus harveyi	Florideophyceae
Neosiphonia sphaerocarpa	Florideophyceae
Neosiphonia teradomariensis	Florideophyceae
Neosiphonia tongatensis	Florideophyceae
Neosiphonia yendoi	Florideophyceae
Acrochaetium savianum	Florideophyceae
Callithamnion consanguineum	Florideophyceae
Herpochondria corallinae	Florideophyceae
Rhodymenia intricata	Florideophyceae
Palisada intermedia	Florideophyceae
Brongniartella	Florideophyceae
Brongniartella byssoides	Florideophyceae
Spongoclonium	Florideophyceae
Spongoclonium pastorale	Florideophyceae
Porphyra sp. P245	Bangiophyceae
Nemalion sp. N10	Florideophyceae
Antithamnionella sp. A31	Florideophyceae
Gloiocladia	Florideophyceae
Gloiocladia furcata	Florideophyceae
Gloiocladia fruticulosa	Florideophyceae
Porphyra sp. collinsii	Bangiophyceae
Porphyra sp. novae-angliae	Bangiophyceae
Porphyra sp. olivii	Bangiophyceae
Porphyra sp. spatulata	Bangiophyceae
Porphyra sp. stamfordensis	Bangiophyceae
Chondracanthus teedei	Florideophyceae
Chondracanthus sp. serratus	Florideophyceae
Chondracanthus sp. JRH-1	Florideophyceae
Chondracanthus sp. JRH-2	Florideophyceae
Lithothamnion sp. 61-161	Florideophyceae
Lithophyllum sp. 100-304	Florideophyceae
Lithophyllum sp. 288-464	Florideophyceae
Lithophyllum sp. 464-586	Florideophyceae
Phymatolithon sp. 100-304	Florideophyceae
Melobesioideae sp. 100-304	Florideophyceae
Jania sp. 240-360	Florideophyceae
Corallinoideae sp. 288-464	Florideophyceae
Mesophyllum sp. 288-464	Florideophyceae
Caloglossa sp. 464-586	Florideophyceae
Corallinaceae sp. 464-586	Florideophyceae
Asteromenia pseudocoalescens	Florideophyceae
Palmaria marginicrassa	Florideophyceae
Mastocarpus sp. clade 7	Florideophyceae
Akalaphycus liagoroides	Florideophyceae
Gloioderma halymenioides	Florideophyceae
Gloioderma saccatum	Florideophyceae
Gloioderma polycarpum	Florideophyceae
Leptofauchea earleae	Florideophyceae
Leptofauchea nitophylloides	Florideophyceae
Leptofauchea rhodymenioides	Florideophyceae
Leptofauchea chiloensis	Florideophyceae
Liagora australasica	Florideophyceae
Liagora harveyana	Florideophyceae
Liagora viscida	Florideophyceae
Semnocarpa corynephora	Florideophyceae
Stirnia	Florideophyceae
Stirnia prolifera	Florideophyceae
Webervanbossea tasmanensis	Florideophyceae
Leptofauchea sp. G0400	Florideophyceae
Lomentaria orcadensis	Florideophyceae
Delisea hypneoides	Florideophyceae
Gracilariopsis andersonii	Florideophyceae
Mychodea acanthymenia	Florideophyceae
Rhodogorgon ramosissima	Florideophyceae
Isabbottia	Florideophyceae
Isabbottia ovalifolia	Florideophyceae
Renouxia sp. HV508	Florideophyceae
Gloiopeltis tenax	Florideophyceae
Halichrysis sp. 1LH	Florideophyceae
Halopeltis sp. 1WA	Florideophyceae
Halichrysis sp. corallinarius	Florideophyceae
Haraldiophyllum sp. crispatum	Florideophyceae
Mastocarpus papillatus complex	Florideophyceae
Mastocarpus papillatus s.l. clade 1	Florideophyceae
Mastocarpus papillatus s.l. clade 2	Florideophyceae
Mastocarpus papillatus s.l. clade 3	Florideophyceae
Mastocarpus papillatus s.l. clade 4	Florideophyceae
Mastocarpus papillatus s.l. clade 5	Florideophyceae
Porphyra sp. DN001	Bangiophyceae
Porphyra sp. DN002	Bangiophyceae
Porphyra sp. DE001	Bangiophyceae
Parviphycus	Florideophyceae
Parviphycus adnatus	Florideophyceae
Parviphycus antipai	Florideophyceae
Parviphycus felicinii	Florideophyceae
Halymenia formosa	Florideophyceae
Grateloupia lanceola	Florideophyceae
Meristotheca sp. imbricata	Florideophyceae
Reinboldiella warburgii	Florideophyceae
Palisada corallopsis	Florideophyceae
Chondrophycus gemmiferus	Florideophyceae
Laurencia venusta	Florideophyceae
Pulvinaster	Compsopogonophyceae
Pulvinaster venetus	Compsopogonophyceae
uncultured Paralemanea sp.	Florideophyceae
Nemalionopsis sp. Chantransia pygmaea Maui12	Florideophyceae
Nemalionopsis sp. Chantransia pygmaea Maui40	Florideophyceae
Porphyra sp. Shimonoseki	Bangiophyceae
Porphyra sp. Shinori	Bangiophyceae
Porphyra sp. Ogatsu	Bangiophyceae
Aphanta	Florideophyceae
Aphanta pachyrrhiza	Florideophyceae
Pterocladiella psammophila	Florideophyceae
Gelidium profundum	Florideophyceae
Pterocladiella caespitosa	Florideophyceae
Gelidium vittatum	Florideophyceae
Champia parvula	Florideophyceae
Champia salicornioides	Florideophyceae
Champia vieillardii	Florideophyceae
Chylocladia schneideri	Florideophyceae
Acrosymphyton taylorii	Florideophyceae
Lophocladia sp. 00771	Florideophyceae
Lophocladia sp. 00773	Florideophyceae
Lophocladia sp. 00772	Florideophyceae
Amansia	Florideophyceae
Wrangelia	Florideophyceae
Wrangelia elegantissima	Florideophyceae
Gracilaria dotyi	Florideophyceae
Gracilaria coronopifolia	Florideophyceae
Gracilaria sp. 00275	Florideophyceae
Gelidium sp. 00152	Florideophyceae
Gelidium reediae	Florideophyceae
Euptilocladia	Florideophyceae
Euptilocladia magruderi	Florideophyceae
Plocamium sandvicense	Florideophyceae
Gibsmithia hawaiiensis	Florideophyceae
Chantransia sp. 00079	Florideophyceae
Chantransia sp. 00168	Florideophyceae
Chantransia sp. 00140	Florideophyceae
Stylonemataceae	Stylonematophyceae
Stylonematophyceae	NA
Rhodaphanes	Stylonematophyceae
Rhodaphanes brevistipitata	Stylonematophyceae
Carpoblepharis minima	Florideophyceae
Campylaephora californica	Florideophyceae
Gracilariopsis chorda	Florideophyceae
Gracilaria parvispora	Florideophyceae
Gracilaria sp. G422	Florideophyceae
Hydropuntia edulis	Florideophyceae
Peyssonnelia boudouresquei	Florideophyceae
Peyssonnelia mariti	Florideophyceae
Peyssonnelia orientalis	Florideophyceae
Prionitis linearis	Florideophyceae
Pleonosporium	Florideophyceae
Pleonosporium mexicanum	Florideophyceae
Mazzaella sp. 1 JRH-1996	Florideophyceae
Arthrocardia carinata	Florideophyceae
Arthrocardia flabellata	Florideophyceae
Bossiella orbigniana subsp. orbigniana	Florideophyceae
Cheilosporum cultratum	Florideophyceae
Haliptilon sp. KC144	Florideophyceae
Haliptilon sp. CH935	Florideophyceae
Haliptilon squamatum	Florideophyceae
Jania sp. OK239	Florideophyceae
Jania sp. KC145	Florideophyceae
Jania ungulata	Florideophyceae
Jania verrucosa	Florideophyceae
Marginisporum	Florideophyceae
Corallina declinata	Florideophyceae
Mazzaella sp. Affin2B	Florideophyceae
Mazzaella sp. Affine1	Florideophyceae
Mazzaella sp. Affinesci	Florideophyceae
Mazzaella sp. corn_Calif	Florideophyceae
Arthrocardia sp. ASD027	Florideophyceae
Lithophyllum sp. NZC0314	Florideophyceae
Lithophyllum sp. NZC2319	Florideophyceae
Lithophyllum stictiforme	Florideophyceae
Sporolithaceae sp. NZC0137	Florideophyceae
Hapalidiaceae sp. ASB467	Florideophyceae
Hapalidiaceae sp. NZC0092	Florideophyceae
uncultured Galdieria sp.	Bangiophyceae
unclassified Cyanidiales	Bangiophyceae
Cyanidiales sp. CCMEE 5506	Bangiophyceae
Cyanidiales sp. CCMEE 5507	Bangiophyceae
Cyanidiales sp. CCMEE 5508	Bangiophyceae
Cyanidiales sp. CCMEE 5562	Bangiophyceae
Cyanidiales sp. CCMEE 5564	Bangiophyceae
Cyanidiales sp. CCMEE 5566	Bangiophyceae
Cyanidiales sp. CCMEE 5570	Bangiophyceae
Cyanidiales sp. CCMEE 5576	Bangiophyceae
Cyanidiales sp. CCMEE 5578	Bangiophyceae
Cyanidiales sp. CCMEE 5580	Bangiophyceae
Cyanidiales sp. CCMEE 5584	Bangiophyceae
Cyanidiales sp. CCMEE 5585	Bangiophyceae
Cyanidiales sp. CCMEE 5593	Bangiophyceae
Cyanidiales sp. CCMEE 5602	Bangiophyceae
Cyanidiales sp. CCMEE 5605	Bangiophyceae
Cyanidiales sp. CCMEE 5609	Bangiophyceae
Cyanidiales sp. CCMEE 5610	Bangiophyceae
Cyanidiales sp. CCMEE 5611	Bangiophyceae
Cyanidiales sp. CCMEE 5612	Bangiophyceae
Cyanidiales sp. CCMEE 5614	Bangiophyceae
Cyanidiales sp. CCMEE 5615	Bangiophyceae
Cyanidiales sp. CCMEE 5617	Bangiophyceae
Cyanidiales sp. CCMEE 5624	Bangiophyceae
Cyanidiales sp. CCMEE 5625	Bangiophyceae
Cyanidiales sp. CCMEE 5633	Bangiophyceae
Cyanidiales sp. CCMEE 5636	Bangiophyceae
Cyanidiales sp. CCMEE 5639	Bangiophyceae
Cyanidiales sp. CCMEE 5640	Bangiophyceae
Cyanidiales sp. CCMEE 5647	Bangiophyceae
Cyanidiales sp. CCMEE 5651	Bangiophyceae
Cyanidiales sp. CCMEE 5652	Bangiophyceae
Cyanidiales sp. CCMEE 5654	Bangiophyceae
Cyanidioschyzon sp. CCMEE 5610	Bangiophyceae
unclassified Galdieria	Bangiophyceae
Galdieria sp. CCMEE 5511	Bangiophyceae
Galdieria sp. CCMEE 5572	Bangiophyceae
Galdieria sp. CCMEE 5573	Bangiophyceae
Galdieria sp. CCMEE 5574	Bangiophyceae
Galdieria sp. CCMEE 5609	Bangiophyceae
Galdieria sp. CCMEE 5620	Bangiophyceae
Galdieria sp. CCMEE 5631	Bangiophyceae
Galdieria sp. CCMEE 5657	Bangiophyceae
Galdieria sp. CCMEE 5658	Bangiophyceae
Galdieria sp. CCMEE 5659	Bangiophyceae
Galdieria sp. CCMEE 5660	Bangiophyceae
Galdieria sp. CCMEE 5661	Bangiophyceae
Galdieria sp. CCMEE 5662	Bangiophyceae
Galdieria sp. CCMEE 5663	Bangiophyceae
Galdieria sp. CCMEE 5664	Bangiophyceae
Galdieria sp. CCMEE 5665	Bangiophyceae
Galdieria sp. CCMEE 5667	Bangiophyceae
Galdieria sp. CCMEE 5668	Bangiophyceae
Galdieria sp. CCMEE 5669	Bangiophyceae
Galdieria sp. CCMEE 5670	Bangiophyceae
Galdieria sp. CCMEE 5671	Bangiophyceae
Galdieria sp. CCMEE 5672	Bangiophyceae
Galdieria sp. CCMEE 5673	Bangiophyceae
Galdieria sp. CCMEE 5674	Bangiophyceae
Galdieria sp. CCMEE 5675	Bangiophyceae
Galdieria sp. CCMEE 5676	Bangiophyceae
Galdieria sp. CCMEE 5677	Bangiophyceae
Galdieria sp. CCMEE 5678	Bangiophyceae
Galdieria sp. CCMEE 5679	Bangiophyceae
Galdieria sp. CCMEE 5680	Bangiophyceae
Galdieria sp. CCMEE 5681	Bangiophyceae
Galdieria sp. CCMEE 5702	Bangiophyceae
Galdieria sp. CCMEE 5703	Bangiophyceae
Galdieria sp. CCMEE 5704	Bangiophyceae
Galdieria sp. CCMEE 5705	Bangiophyceae
Galdieria sp. CCMEE 5706	Bangiophyceae
Galdieria sp. CCMEE 5707	Bangiophyceae
Galdieria sp. CCMEE 5708	Bangiophyceae
Galdieria sp. CCMEE 5709	Bangiophyceae
Galdieria sp. CCMEE 5710	Bangiophyceae
Galdieria sp. CCMEE 5711	Bangiophyceae
Galdieria sp. CCMEE 5712	Bangiophyceae
Galdieria sp. CCMEE 5713	Bangiophyceae
